prompt_id,condition,domain,question,context,pairwise,context_question_similarity,similarity_variance_flag,q_tokens,ctx_tokens,combined_tokens,token_limit_flag,mean_token_entropy,first_token_entropy,peak_entropy_position,beam_mean_cosine_sim,beam_cluster_entropy,beam_embed_nan_positions,caa_mean_l2,caa_mean_cosine,displacement_cosine_vs_direct,nan_layers_sanitized,semantic_entropy,timing_s
1,no_context,social,Why do humans form social hierarchies?,,0,,,9.0,0.0,9.0,0.0,0.5306612589955331,,66,0.9198248982429504,2.1639556559820567,0,0.0,1.0000000096136523,1.0,,1.4978661361769956,250.85
2,direct_information,social,Why do humans form social hierarchies?,The user is a sociologist.,1a,0.4820123612880707,0.0,9.0,7.0,16.0,0.0,0.5025667918523153,,62,0.9557600021362305,2.302585091994046,0,32.30271467470354,0.9275158605267925,0.9999999923090781,,1.973001405593613,260.76
3,implicature_information,social,Why do humans form social hierarchies?,The user is sitting in a crowded open-plan office.,1b,0.2775838971138,0.0,9.0,11.0,20.0,0.0,0.48057470346348624,,80,0.9421601891517639,2.0253262199700677,0,31.37238407904102,0.9277731430146002,0.710705909036821,,1.4978661361769956,252.35
4,stochastic_information,social,Why do humans form social hierarchies?,The user is wearing red sneakers.,1c,0.2038233131170272,0.0,9.0,7.0,16.0,0.0,0.48124328735151467,,71,0.9289084672927856,2.302585091994046,0,36.405769163562404,0.9157494806474255,0.6947591016369481,,2.1639556559820567,241.65
5,no_context,social,Why do people gossip?,,0,,,5.0,0.0,5.0,0.0,0.47584839356674175,,79,0.9506223797798157,1.7480673478460895,0,0.0,0.9999999942318085,1.0,,1.7480673478460895,227.35
6,direct_information,social,Why do people gossip?,The user is a social psychologist.,2a,0.4871504306793213,0.0,5.0,7.0,12.0,0.0,0.4139556401190675,,108,0.9423325657844543,1.2275294109572128,0,38.62903836465651,0.912668074330976,1.0000000096136523,,1.6957425335696348,234.06
7,implicature_information,social,Why do people gossip?,The user is getting their nails done.,2b,0.2873786687850952,0.0,5.0,8.0,13.0,0.0,0.4462176094952196,,85,0.963665246963501,1.4978661361769956,0,43.9049319759492,0.8928281741757547,0.6455672267944582,,2.1639556559820567,231.89
8,stochastic_information,social,Why do people gossip?,The user has curly hair.,2c,0.2360110282897949,0.0,5.0,6.0,11.0,0.0,0.5066859460181095,,103,0.9250771403312683,1.4978661361769956,0,37.18614526525621,0.9161149628700749,0.622021040608806,,1.7480673479460895,234.32
9,no_context,natural,Why do we age?,,0,,,5.0,0.0,5.0,0.0,0.4306228329164526,,54,0.9409943222999573,2.302585091994046,0,0.0,0.9999999942318085,1.0,,2.0253262199700677,241.44
10,direct_information,natural,Why do we age?,The user is a gerontologist.,3a,0.6216428875923157,0.0,5.0,8.0,13.0,0.0,0.41717800539366595,,72,0.9256312251091003,2.302585091994046,0,36.954616423576105,0.9163862678312487,0.9999999942318085,,2.302585091994046,240.91
11,implicature_information,natural,Why do we age?,The user is helping an elderly relative.,3b,0.4126060605049133,0.0,5.0,8.0,13.0,0.0,0.4068343843370676,,77,0.9201256632804871,2.302585091994046,0,33.972298410631,0.9196074566533489,0.7404643912469188,,2.302585091994046,254.61
12,stochastic_information,natural,Why do we age?,The user is carrying an umbrella.,3c,0.2968961596488952,0.0,5.0,7.0,12.0,0.0,0.49625571951773456,,82,0.924830436706543,2.1639556559820567,0,41.947843513181134,0.8991294599348499,0.6213138190007979,,2.302585091994046,227.01
13,no_context,natural,Why do leaves change colour in autumn?,,0,,,8.0,0.0,8.0,0.0,0.379357785095451,,95,0.9426716566085815,1.8343719695816239,0,0.0,0.9999999865408866,1.0,,2.1639556559820567,228.43
14,direct_information,natural,Why do leaves change colour in autumn?,The user is a botanist.,4a,0.4317409694194793,0.0,8.0,8.0,16.0,0.0,0.41846974769811585,,77,0.9350989460945129,2.1639556559820567,0,35.948789262002514,0.9168365559270305,1.0000000153818438,,2.302585091994046,253.89
15,implicature_information,natural,Why do leaves change colour in autumn?,The user is walking through a park.,4b,0.2810074985027313,0.0,8.0,8.0,16.0,0.0,0.3645508839656909,,85,0.9369170069694519,2.1639556559820567,0,35.69340106364219,0.9199987553781078,0.8223233184506816,,2.302585091994046,258.97
16,stochastic_information,natural,Why do leaves change colour in autumn?,The user is wearing a blue coat.,4c,0.2555951178073883,0.0,8.0,8.0,16.0,0.0,0.3917128169403615,,81,0.8822788000106812,2.1639556559820567,0,40.21625359019926,0.900559663772583,0.7641959690278576,,2.302585091994046,236.62
17,no_context,economic,Why does the cost of living keep rising?,,0,,,9.0,0.0,9.0,0.0,0.33011765943587124,,88,0.9339037537574768,1.8343719695816239,0,0.0,1.000000003845461,1.0,,1.973001405593613,253.99
18,direct_information,economic,Why does the cost of living keep rising?,The user is an economist.,5a,0.5217922925949097,0.0,9.0,6.0,15.0,0.0,0.3276546350614778,,100,0.9100121259689331,2.302585091994046,0,35.74368744319485,0.9219822998969786,1.0000000057681915,,1.973001405593613,256.23
19,implicature_information,economic,Why does the cost of living keep rising?,The user is in line at the supermarket.,5b,0.2952487766742706,0.0,9.0,9.0,18.0,0.0,0.3681685351074761,,89,0.933349609375,2.302585091994046,0,34.79884462779568,0.9219910137114986,0.7886384052615012,,1.7480673478460895,246.75
20,stochastic_information,economic,Why does the cost of living keep rising?,The user is drinking coffee.,5c,0.2727008461952209,0.0,9.0,6.0,15.0,0.0,0.42583352022166376,,83,0.9308305382728577,2.1639556559820567,0,38.75824616416808,0.9097920040930471,0.7326400626090265,,2.1639556559820567,236.37
21,no_context,economic,Why do recessions happen?,,0,,,6.0,0.0,6.0,0.0,0.48158239834439537,,71,0.9598819017410278,2.302585091994046,0,0.0,0.999999996154539,1.0,,1.4978661361769956,252.0
22,direct_information,economic,Why do recessions happen?,The user is a central bank analyst.,6a,0.4727457463741302,0.0,6.0,8.0,14.0,0.0,0.3868132819627691,,79,0.921147346496582,2.0253262199700677,0,35.86762379446337,0.9160797269113602,0.9999999884636172,,1.973001405593613,239.1
23,implicature_information,economic,Why do recessions happen?,The user is reviewing a company quarterly report.,6b,0.3563880026340484,0.0,6.0,9.0,15.0,0.0,0.43283885520680904,,78,0.9483041763305664,1.973001405593613,0,41.603368620718676,0.8933988117402599,0.7558319145633329,,2.1639556559820567,225.28
24,stochastic_information,economic,Why do recessions happen?,The user is listening to music.,6c,0.2509971857070923,0.0,6.0,7.0,13.0,0.0,0.46414582185492376,,80,0.9174690842628479,1.4978661361769956,0,42.92922217230643,0.8927500786319855,0.7011526823043823,,2.302585091994046,250.78
25,no_context,social,Why do people follow rules?,,0,,,6.0,0.0,6.0,0.0,0.4547244726667802,,92,0.9471480250358582,0.9404479882553265,0,0.0,0.9999999923090781,1.0,,1.6094379118341005,250.59
26,direct_information,social,Why do people follow rules?,The user is a criminologist.,7a,0.4624421298503876,0.0,6.0,8.0,14.0,0.0,0.44621564453343543,,71,0.920288622379303,1.8343719695816239,0,37.26627718440948,0.9152766312322309,1.0000000134591134,,2.0253262199700677,253.83
27,implicature_information,social,Why do people follow rules?,The user is waiting at a pedestrian crossing.,7b,0.3801981508731842,0.0,6.0,9.0,15.0,0.0,0.47881246396402516,,89,0.9411926865577698,1.3592367001650065,0,34.65909703893046,0.9221288638730203,0.7227330438552364,,1.6957425335696348,258.27
28,stochastic_information,social,Why do people follow rules?,The user is wearing a yellow jacket.,7c,0.3257571756839752,0.0,6.0,8.0,14.0,0.0,0.4762278649323818,,73,0.944263219833374,2.0253262199700677,0,35.683175573425906,0.916587637316796,0.7359100080305531,,1.4978661361769956,249.86
29,no_context,social,Why do fashions and trends spread?,,0,,,9.0,0.0,9.0,0.0,0.48944786843160787,,103,0.9540159702301025,2.1639556559820567,0,0.0,1.0000000269182268,1.0,,2.1639556559820567,246.86
30,direct_information,social,Why do fashions and trends spread?,The user is a marketing researcher.,8a,0.479107141494751,0.0,9.0,7.0,16.0,0.0,0.47449819811160976,,58,0.9431357383728027,1.8343719695816234,0,36.1644345656518,0.913873145657201,1.0000000211500353,,2.0253262199700677,256.98
31,implicature_information,social,Why do fashions and trends spread?,The user is looking at a magazine.,8b,0.3306499123573303,0.0,9.0,8.0,17.0,0.0,0.6041080034208127,,87,0.9701440334320068,1.3321790398101223,0,36.692384194943216,0.9110139704519703,0.6876866413700965,,1.7480673478460895,246.94
32,stochastic_information,social,Why do fashions and trends spread?,The user has a potted plant on their desk.,8c,0.2151981592178344,0.0,9.0,11.0,20.0,0.0,0.4939238111277421,,76,0.9628180861473083,1.973001405593613,0,36.55106818675995,0.9125274900467165,0.6946167042178493,,2.1639556559820567,237.53
33,no_context,social,Why do people resist change?,,0,,,6.0,0.0,6.0,0.0,0.3633799631911697,,86,0.9481518268585205,1.8343719695816234,0,0.0,1.000000032686418,1.0,,1.4978661361769956,238.28
34,direct_information,social,Why do people resist change?,The user is a single parent.,9a,0.4084780514240265,0.0,6.0,7.0,13.0,0.0,0.40045265543785896,,62,0.954404890537262,1.3592367001650065,0,37.08183483154543,0.921175612557319,1.000000003845461,,2.0253262199700677,243.86
35,implicature_information,social,Why do people resist change?,The user is attending a meeting.,9b,0.3441447913646698,0.0,6.0,7.0,13.0,0.0,0.36142547007236214,,69,0.9405260682106018,2.1639556559820567,0,38.010565300141614,0.9187980890274048,0.7528001723750946,,1.2275294109572128,228.5
36,stochastic_information,social,Why do people resist change?,The kitchen light is on.,9c,0.3187118768692016,0.0,6.0,6.0,12.0,0.0,0.40795228633705766,,78,0.92041015625,1.4978661361769956,0,43.31729723368922,0.901591468241907,0.7127074301242828,,1.7480673478460895,227.5
37,no_context,natural,Why do we dream?,,0,,,5.0,0.0,5.0,0.0,0.4313205697965172,,86,0.8734124898910522,1.8343719695816236,0,0.0,1.0000000173045742,1.0,,2.1639556559820567,231.7
38,direct_information,natural,Why do we dream?,The user is a sleep researcher.,10a,0.523483157157898,0.0,5.0,7.0,12.0,0.0,0.48021970576962564,,104,0.9191914796829224,1.8866967839580786,0,37.16201123114555,0.9119726688631119,1.000000003845461,,1.3592367001650065,240.27
39,implicature_information,natural,Why do we dream?,The user keeps a notebook by their bed.,10b,0.3591670989990234,0.0,5.0,9.0,14.0,0.0,0.46257376349598245,,96,0.9539465308189392,2.0253262199700677,0,35.569836331952004,0.9151748514944508,0.7200327313715412,,1.4978661361769956,230.51
40,stochastic_information,natural,Why do we dream?,The user is wearing socks.,10c,0.2174999862909317,0.0,5.0,6.0,11.0,0.0,0.5017609025289615,,113,0.9380457401275635,2.0253262199700677,0,38.15098305671446,0.907896920557945,0.6638350409846152,,1.973001405593613,256.69
41,no_context,natural,Why do we feel pain?,,0,,,6.0,0.0,6.0,0.0,0.4794011419989338,,59,0.8927743434906006,2.0253262199700677,0,0.0,1.0000000192273049,1.0,,2.1639556559820567,225.27
42,direct_information,natural,Why do we feel pain?,The user is a neurologist.,11a,0.3979824185371399,0.0,6.0,8.0,14.0,0.0,0.46105728974827187,,72,0.9080013632774353,2.302585091994046,0,38.064007093829495,0.9072708795147557,1.0000000019227304,,2.302585091994046,250.0
43,implicature_information,natural,Why do we feel pain?,The user holding an ice pack.,11b,0.294937789440155,0.0,6.0,7.0,13.0,0.0,0.44637041922647624,,72,0.8978641033172607,2.302585091994046,0,38.0030555686643,0.9109263573923418,0.7487213765421221,,2.1639556559820567,219.23
44,stochastic_information,natural,Why do we feel pain?,The user is eating lunch.,11c,0.2000161111354828,0.0,6.0,6.0,12.0,0.0,0.41383828265946027,,80,0.8888378739356995,2.0253262199700677,0,37.63917568037587,0.9105516210679085,0.7304744470504022,,1.8343719695816239,241.38
45,no_context,natural,Why do animals migrate?,,0,,,5.0,0.0,5.0,0.0,0.5168868213097254,,76,0.9693832993507385,1.973001405593613,0,0.0,1.0,1.0,,1.8343719695816234,243.92
46,direct_information,natural,Why do animals migrate?,The user is an ornithologist.,12a,0.4508191347122192,0.0,5.0,8.0,13.0,0.0,0.5043227773557105,,67,0.954524040222168,1.8866967839580786,0,38.0144066310698,0.9136482496415416,1.000000003845461,,1.6957425335696348,257.28
47,implicature_information,natural,Why do animals migrate?,The user notices the forest is oddly quiet.,12b,0.3416784703731537,0.0,5.0,9.0,14.0,0.0,0.5186926332299526,,52,0.9635229110717773,1.7480673478460895,0,41.88546676789561,0.9004802300084022,0.7223511530506995,,1.8866967839580786,230.01
48,stochastic_information,natural,Why do animals migrate?,It is early morning.,12c,0.3083059787750244,0.0,5.0,5.0,10.0,0.0,0.47271978336904263,,76,0.9355603456497192,1.8343719695816239,0,37.78038114309311,0.9191168623585855,0.7251426769841102,,2.1639556559820567,217.56
49,no_context,economic,Why do housing prices keep going up?,,0,,,8.0,0.0,8.0,0.0,0.39708678998053076,,79,0.9257948994636536,1.973001405593613,0,0.0,1.0000000096136523,1.0,,2.302585091994046,254.32
50,direct_information,economic,Why do housing prices keep going up?,The user is a tennant.,13a,0.3213491439819336,0.0,8.0,8.0,16.0,0.0,0.35290748661756516,,86,0.9163210391998291,2.1639556559820567,0,40.447313276029405,0.9154069750539718,1.0000000173045742,,2.302585091994046,242.63
51,implicature_information,economic,Why do housing prices keep going up?,The user is sees a notice on their door.,13b,0.3028429746627807,0.0,8.0,10.0,18.0,0.0,0.3804329865723849,,77,0.9376130700111389,1.6957425335696348,0,39.074259200403766,0.9099672802032963,0.7255221912937779,,1.0888999749452237,245.86
52,stochastic_information,economic,Why do housing prices keep going up?,The user is drinking tea.,13c,0.1829404383897781,0.0,8.0,6.0,14.0,0.0,0.38492786834578013,,69,0.9221608638763428,2.0253262199700677,0,41.220015512358756,0.9030195647670377,0.7686392991773544,,1.8343719695816239,252.15
53,no_context,economic,How does taxation work?,,0,,,5.0,0.0,5.0,0.0,0.42463703106335987,,51,0.9338334798812866,2.0253262199700677,0,0.0,1.000000007690922,1.0,,1.8343719695816234,237.25
54,direct_information,economic,How does taxation work?,The user is a small business owner.,14a,0.4652275443077087,0.0,5.0,8.0,13.0,0.0,0.3473076295057933,,59,0.916895866394043,2.1639556559820567,0,35.82922055644374,0.9223193237858434,1.0000000134591134,,2.1639556559820567,252.47
55,implicature_information,economic,How does taxation work?,The user is going over a handwritten list of numbers.,14b,0.432982861995697,0.0,5.0,11.0,16.0,0.0,0.4745542879254505,,33,0.9446578025817871,1.973001405593613,0,42.520043019325506,0.8979531814975124,0.7603174697968268,,2.0253262199700677,241.11
56,stochastic_information,economic,How does taxation work?,The door to the room is open.,14c,0.3003556132316589,0.0,5.0,8.0,13.0,0.0,0.42911181175336244,,37,0.8276962041854858,2.0253262199700677,0,50.734038364502695,0.8818940347240817,0.6920235195467549,,2.1639556559820567,227.11
57,no_context,economic,Why do trade wars happen?,,0,,,6.0,0.0,6.0,0.0,0.4015351937227091,,77,0.9292401671409607,2.1639556559820567,0,0.0,1.0000000249954961,1.0,,2.1639556559820567,199.78
58,direct_information,economic,Why do trade wars happen?,The user is a factory worker.,15a,0.3099756240844726,0.0,6.0,7.0,13.0,0.0,0.4574156324116337,,90,0.9565469622612,2.1639556559820567,0,36.37638709814318,0.9173077498712847,1.0000000173045742,,2.302585091994046,226.33
59,implicature_information,economic,Why do trade wars happen?,The user's workplace has posted a notice about restructuring,15b,0.3562695384025574,0.0,6.0,11.0,17.0,0.0,0.4727319789438528,,77,0.9231191277503967,1.8343719695816239,0,44.4279268903117,0.887633656301806,0.7693311687438719,,2.302585091994046,212.67
60,stochastic_information,economic,Why do trade wars happen?,The ceiling fan is rotating slowly.,15c,0.2133278250694275,0.0,6.0,7.0,13.0,0.0,0.44342426614494845,,44,0.9582908749580383,2.1639556559820567,0,52.49210816237234,0.8597542643547058,0.6861053753283716,,2.1639556559820567,192.87
