model,pooling,layer,anisotropy,top1,top3,top5,top1_frac,top3_frac,top5_frac,skipped
llama,last_token_hs,32,0.5745437741279602,0.009151945821940899,0.025988096371293068,0.04116293787956238,0.0159290662157669,0.045232578511076336,0.07164456344869334,False
llama,mean_pool_hs,0,0.9483691453933716,0.06410959362983704,0.16499894857406616,0.23079794645309448,0.06759983065797147,0.1739817763742479,0.2433629853672247,False
llama,mean_pool_hs,1,0.9939334392547607,0.16064506769180298,0.25723397731781006,0.29952049255371094,0.16162557908530847,0.2588040276727997,0.3013486423983157,False
llama,mean_pool_hs,2,0.999981164932251,0.37218204140663147,0.9880014061927795,0.9967448115348816,0.37218905161263405,0.988020015616711,0.9967635856445469,False
llama,mean_pool_hs,3,0.9999533891677856,0.3738299310207367,0.9895591139793396,0.9977771043777466,0.3738473563571376,0.9896052403031538,0.9978236137667874,False
llama,mean_pool_hs,4,0.999888002872467,0.3737856149673462,0.9898843169212341,0.997449517250061,0.3738274825715871,0.989995193539182,0.9975612412436186,False
llama,mean_pool_hs,5,0.9997583031654358,0.37517857551574707,0.9897233843803406,0.9957054853439331,0.37526927691208595,0.9899626552204441,0.9959462023884467,False
llama,mean_pool_hs,6,0.9996498823165894,0.3740021288394928,0.9884225130081177,0.9934900999069214,0.37413311946056554,0.9887686984142354,0.9938380601862391,False
llama,mean_pool_hs,7,0.9995055198669434,0.3721035122871399,0.9871187806129456,0.9915043115615845,0.37228760110967196,0.9876071327193403,0.9919948332987455,False
llama,mean_pool_hs,8,0.9993702173233032,0.3705965578556061,0.9850252866744995,0.9896669387817383,0.37083010022872787,0.9856460294692142,0.9902906066507025,False
llama,mean_pool_hs,9,0.9992703199386597,0.3698440194129944,0.9824674129486084,0.9879242777824402,0.37011408428071524,0.9831848233107907,0.9886456728176256,False
llama,mean_pool_hs,10,0.999179482460022,0.36785203218460083,0.9799340963363647,0.9861264824867249,0.368154109088523,0.980738809731887,0.9869362810161393,False
llama,mean_pool_hs,11,0.9991250038146973,0.3671801686286926,0.9795281887054443,0.9851800203323364,0.3675017312416212,0.9803860227354619,0.986042804024403,False
llama,mean_pool_hs,12,0.9991377592086792,0.3664775490760803,0.9784810543060303,0.98331218957901,0.36679381366422575,0.9793254686730996,0.9841607731428316,False
llama,mean_pool_hs,13,0.9989417791366577,0.36245599389076233,0.9701982736587524,0.9813182353973389,0.3628399587051183,0.9712260453229346,0.982357786902706,False
llama,mean_pool_hs,14,0.9988102316856384,0.36260986328125,0.9686073064804077,0.9783326983451843,0.3630417989103824,0.9697610975067217,0.9794980741177478,False
llama,mean_pool_hs,15,0.9987107515335083,0.3613469898700714,0.9645537734031677,0.9782065749168396,0.3618134573150709,0.9657989281902764,0.9794693542798205,False
llama,mean_pool_hs,16,0.9982553720474243,0.35656481981277466,0.9570600986480713,0.9768126606941223,0.3571879799469141,0.958732730568871,0.9785198137132757,False
llama,mean_pool_hs,17,0.9978980422019958,0.3491817116737366,0.9403195381164551,0.9724352955818176,0.3499172229090863,0.9423002133980681,0.9744836190238522,False
llama,mean_pool_hs,18,0.9973752498626709,0.34855717420578003,0.9262517690658569,0.9679953455924988,0.34947445733566485,0.9286893465557653,0.9705427778820284,False
llama,mean_pool_hs,19,0.9970293641090393,0.3411394953727722,0.9028620719909668,0.9635560512542725,0.3421559160171974,0.9055521376722723,0.9664269538493692,False
llama,mean_pool_hs,20,0.9966333508491516,0.33708280324935913,0.8878756761550903,0.9611246585845947,0.3382214762953275,0.8908749395137163,0.9643713586001283,False
llama,mean_pool_hs,21,0.9960951209068298,0.33245038986206055,0.8745589256286621,0.9551645517349243,0.3337536575416641,0.8779873601152438,0.9589089753450022,False
llama,mean_pool_hs,22,0.9949541091918945,0.3269687294960022,0.8546535968780518,0.9478121995925903,0.32862694517797153,0.8589879563110752,0.9526190111043483,False
llama,mean_pool_hs,23,0.994025707244873,0.32130783796310425,0.8380705118179321,0.9438503980636597,0.3232389621528689,0.8431074827438823,0.9495231272033361,False
llama,mean_pool_hs,24,0.9929981231689453,0.309780478477478,0.8106460571289062,0.9354110956192017,0.31196481770668266,0.816362124171896,0.9420069119909645,False
llama,mean_pool_hs,25,0.9921429753303528,0.30063194036483765,0.7866880297660828,0.9262819886207581,0.30301271877144176,0.792918006101026,0.9336174439095685,False
llama,mean_pool_hs,26,0.9912962317466736,0.2874490022659302,0.7510647773742676,0.9194262027740479,0.28997285882893176,0.7576592680584331,0.927498938590748,False
llama,mean_pool_hs,27,0.9902328252792358,0.2743334174156189,0.7177250385284424,0.9086582064628601,0.27703930874868704,0.7248043290486266,0.9176207688395176,False
llama,mean_pool_hs,28,0.9897525906562805,0.2530631721019745,0.6834409236907959,0.8953704237937927,0.25568326316193274,0.6905169333657648,0.9046406468106284,False
llama,mean_pool_hs,29,0.9884020090103149,0.23937512934207916,0.6736440658569336,0.8692758679389954,0.24218397692429322,0.6815486610872555,0.8794760229285649,False
llama,mean_pool_hs,30,0.9865195751190186,0.27704527974128723,0.6767264008522034,0.8646459579467773,0.28083100095389707,0.6859736166619499,0.8764610249547884,False
llama,mean_pool_hs,31,0.983851969242096,0.21163193881511688,0.5859578847885132,0.7649468779563904,0.21510546853724977,0.5955752522809932,0.777502004235111,False
llama,mean_pool_hs,32,0.9238203763961792,0.023893337696790695,0.059948429465293884,0.08471599966287613,0.02586361841248679,0.06489186750692007,0.09170180895268085,False
mistral,last_token_hs,0,0.9999999403953552,0.003265281906351447,0.009277367033064365,0.01483314111828804,0.003265282100977427,0.009277367586038565,0.0148331420024122,False
mistral,last_token_hs,1,0.9770141839981079,0.2586110532283783,0.3971569836139679,0.46409913897514343,0.26469529047172885,0.406500734706567,0.475017810975856,False
mistral,last_token_hs,2,0.8738503456115723,0.0460205078125,0.09643125534057617,0.12271159887313843,0.05266406089282041,0.1103521396138922,0.14042633213958114,False
mistral,last_token_hs,3,0.8985451459884644,0.03059656172990799,0.08272451907396317,0.1176556944847107,0.034051223654710826,0.09206495571567552,0.13094021486842597,False
mistral,last_token_hs,4,0.9066148400306702,0.027679966762661934,0.06825132668018341,0.09302815794944763,0.030531120317560143,0.07528150176526398,0.10261045136466171,False
mistral,last_token_hs,5,0.9178853034973145,0.018220040947198868,0.05351584777235985,0.08448144793510437,0.019850019253796862,0.058303415000168834,0.09203922060110808,False
mistral,last_token_hs,6,0.9027847051620483,0.017745811492204666,0.04791102558374405,0.07508240640163422,0.019656748049380526,0.053070267262828846,0.08316756583526418,False
mistral,last_token_hs,7,0.9372115135192871,0.019452236592769623,0.04898929223418236,0.07242826372385025,0.020755439206807516,0.05227132992660807,0.07728059533954897,False
mistral,last_token_hs,8,0.9232907295227051,0.024995649233460426,0.0664968341588974,0.09424924105405807,0.02707234940654275,0.07202155511002793,0.10207970040247258,False
mistral,last_token_hs,9,0.9116203784942627,0.05041898414492607,0.10295605659484863,0.13180692493915558,0.055306995471299004,0.11293742332186861,0.144585320873216,False
mistral,last_token_hs,10,0.9109320044517517,0.0406755730509758,0.09363622963428497,0.12622438371181488,0.04465269949040441,0.10279167838728022,0.13856619714199586,False
mistral,last_token_hs,11,0.9134384393692017,0.026053177192807198,0.06569250673055649,0.09511301666498184,0.02852209417724843,0.07191782598499154,0.10412635659461034,False
mistral,last_token_hs,12,0.8997870683670044,0.03346986696124077,0.07685737311840057,0.10752953588962555,0.03719754166058887,0.08541729017942727,0.11950553599839744,False
mistral,last_token_hs,13,0.9138699173927307,0.018806414678692818,0.05315771698951721,0.07737517356872559,0.02057887487132467,0.058167706341812946,0.08466760104050347,False
mistral,last_token_hs,14,0.9053834676742554,0.03408901393413544,0.07055686414241791,0.08917645364999771,0.03765146498831388,0.07793036504594461,0.09849578309517154,False
mistral,last_token_hs,15,0.883286714553833,0.018332866951823235,0.044937364757061005,0.062317024916410446,0.020755284382470936,0.05087517339119023,0.07055129879077611,False
mistral,last_token_hs,16,0.8658850789070129,0.020423730835318565,0.046952709555625916,0.06190168112516403,0.023587114887230736,0.05422510527019735,0.07148948819316892,False
mistral,last_token_hs,17,0.8513981103897095,0.018309522420167923,0.04243087023496628,0.0555841363966465,0.02150524202101779,0.0498366976825265,0.06528571736106395,False
mistral,last_token_hs,18,0.8430882692337036,0.020370936021208763,0.04319410026073456,0.05609997734427452,0.02416228141772656,0.05123318854856605,0.06654104841864861,False
mistral,last_token_hs,19,0.8282065391540527,0.02179628051817417,0.049533236771821976,0.06376044452190399,0.026317445573947464,0.05980783105433609,0.07698616408780137,False
mistral,last_token_hs,20,0.8095171451568604,0.024441855028271675,0.05859820917248726,0.0738213062286377,0.030193128304324635,0.07238661901488531,0.0911917760732953,False
mistral,last_token_hs,21,0.7754392623901367,0.023599332198500633,0.058906905353069305,0.07495029270648956,0.030433501813875663,0.07596585343318898,0.0966552718461408,False
mistral,last_token_hs,22,0.7571313977241516,0.024691078811883926,0.061005957424640656,0.08054254204034805,0.03261135238361851,0.08057512554362087,0.10637855236548042,False
mistral,last_token_hs,23,0.7421727180480957,0.02358591929078102,0.057869672775268555,0.07947129756212234,0.03177955577889156,0.0779733226080649,0.10707924938433576,False
mistral,last_token_hs,24,0.7392661571502686,0.026141740381717682,0.06184099614620209,0.08460219204425812,0.03536174370877351,0.08365186955749124,0.11444077511999683,False
mistral,last_token_hs,25,0.7208104133605957,0.026087837293744087,0.06565926969051361,0.09229553490877151,0.03619237015752334,0.09109090056620286,0.12804411978243627,False
mistral,last_token_hs,26,0.7116992473602295,0.026406995952129364,0.06852202862501144,0.09769472479820251,0.037104150454107976,0.09627947321732762,0.13726967558355999,False
mistral,last_token_hs,27,0.7095464468002319,0.04234203323721886,0.08727240562438965,0.1184498518705368,0.05967478722240713,0.12299745283476926,0.1669374181277319,False
mistral,last_token_hs,28,0.7137830853462219,0.06478502601385117,0.10741084814071655,0.13790495693683624,0.09076290450680413,0.15048107799951116,0.19320289282274763,False
mistral,last_token_hs,29,0.6962131261825562,0.06643632799386978,0.10465160012245178,0.13364951312541962,0.09542527351954767,0.15031546546137767,0.1919663794020094,False
mistral,last_token_hs,30,0.7032566070556641,0.07130823284387589,0.10899405181407928,0.13587550818920135,0.10139717441464678,0.1549847533895294,0.19320900340783653,False
mistral,last_token_hs,31,0.6819688677787781,0.05856049060821533,0.09153973311185837,0.11488441377878189,0.08586974182406755,0.13422860989242794,0.16845990954538545,False
mistral,last_token_hs,32,0.6045036315917969,0.025789957493543625,0.04768136143684387,0.06126966327428818,0.04266303152825194,0.07887688170092196,0.10135532703575507,False
mistral,mean_pool_hs,0,0.6934812068939209,0.044761721044778824,0.08939236402511597,0.11364036053419113,0.06454640817919936,0.12890380177063682,0.1638694162213602,False
mistral,mean_pool_hs,1,0.9948421716690063,0.02906152233481407,0.0407516174018383,0.0464276522397995,0.0292121938156871,0.040962896992465615,0.04666835962724591,False
mistral,mean_pool_hs,2,0.9999908804893494,0.970022976398468,0.9904847741127014,0.9959242939949036,0.9700318226140058,0.9904938069315231,0.9959333764199372,False
mistral,mean_pool_hs,3,0.9999779462814331,0.9705778956413269,0.9908584952354431,0.9961358904838562,0.9705993009651516,0.9908803478317677,0.9961578594689371,False
mistral,mean_pool_hs,4,0.9999509453773499,0.9707600474357605,0.9909354448318481,0.9961421489715576,0.9708076700396802,0.9909840571808255,0.9961910167459715,False
mistral,mean_pool_hs,5,0.9999042749404907,0.9709093570709229,0.9910179972648621,0.9961618185043335,0.9710023063244794,0.9911128716034767,0.9962571852826813,False
mistral,mean_pool_hs,6,0.9998200535774231,0.9710412621498108,0.9910351037979126,0.9960393905639648,0.9712160289997787,0.99121346911569,0.9962186565473149,False
mistral,mean_pool_hs,7,0.9997291564941406,0.9712391495704651,0.9908808469772339,0.9958947896957397,0.9715022746524823,0.9911492933266686,0.9961645944069019,False
mistral,mean_pool_hs,8,0.9996057748794556,0.9709926843643188,0.9908240437507629,0.995620846748352,0.9713756250371931,0.9912148055269572,0.996013500290568,False
mistral,mean_pool_hs,9,0.9994825720787048,0.9708818197250366,0.9906752109527588,0.9952965378761292,0.971384441157203,0.9911880793402643,0.9958117987051344,False
mistral,mean_pool_hs,10,0.9993782639503479,0.9701523780822754,0.9902781248092651,0.9947779774665833,0.9707559320406387,0.9908941994544571,0.9953968515729164,False
mistral,mean_pool_hs,11,0.9992478489875793,0.9692294597625732,0.989622950553894,0.994033694267273,0.9699590154180264,0.9903678567400099,0.9947819204959117,False
mistral,mean_pool_hs,12,0.9990910291671753,0.9686170220375061,0.9889655113220215,0.9934479594230652,0.9694982676853061,0.9898652699808602,0.9943517962033809,False
mistral,mean_pool_hs,13,0.9989246129989624,0.9675660133361816,0.9883477687835693,0.9929827451705933,0.9686076414028519,0.9894117693389901,0.994051735485293,False
mistral,mean_pool_hs,14,0.9987191557884216,0.9674354791641235,0.987743079662323,0.99212247133255,0.9686762024709522,0.9890098472003035,0.993394855382879,False
mistral,mean_pool_hs,15,0.9984147548675537,0.9674663543701172,0.9867426156997681,0.991063117980957,0.9690024608044359,0.9883093282517303,0.9926366904628008,False
mistral,mean_pool_hs,16,0.9978725910186768,0.9652560353279114,0.9848193526268005,0.989094078540802,0.9673139076227469,0.9869189328283375,0.9912027722207369,False
mistral,mean_pool_hs,17,0.9969673156738281,0.96174556016922,0.9810488820075989,0.9852876663208008,0.9646711031035129,0.9840331438995367,0.9882848222109134,False
mistral,mean_pool_hs,18,0.9961726665496826,0.9600123763084412,0.9784190058708191,0.9824758768081665,0.9637007805419062,0.9821781290784111,0.9862505866689196,False
mistral,mean_pool_hs,19,0.9944090843200684,0.9528577923774719,0.9712084531784058,0.9753727316856384,0.9582150921609819,0.9766689267953278,0.9808566183328402,False
mistral,mean_pool_hs,20,0.9917277097702026,0.9442002177238464,0.9632999300956726,0.9677051901817322,0.9520760672731742,0.9713350959195068,0.9757771015654723,False
mistral,mean_pool_hs,21,0.9891018271446228,0.9366429448127747,0.9559056758880615,0.9614584445953369,0.9469631125004708,0.9664380851945312,0.9720520357048699,False
mistral,mean_pool_hs,22,0.9864819049835205,0.9282460808753967,0.9507570266723633,0.9560736417770386,0.9409661507079579,0.9637855716048294,0.9691750420835241,False
mistral,mean_pool_hs,23,0.9847678542137146,0.9204218983650208,0.9464855194091797,0.9514973163604736,0.9346587568091662,0.9611255235020832,0.9662148416899679,False
mistral,mean_pool_hs,24,0.9827776551246643,0.9083468914031982,0.939132571220398,0.9440451860427856,0.9242649002718477,0.95559007301735,0.9605887772479265,False
mistral,mean_pool_hs,25,0.9806073904037476,0.89891117811203,0.9341093301773071,0.9387242197990417,0.9166881535962312,0.9525823885466581,0.9572885427801424,False
mistral,mean_pool_hs,26,0.9791222810745239,0.8883644938468933,0.9301448464393616,0.934578001499176,0.9073069942520052,0.9499782248021026,0.9545059075497052,False
mistral,mean_pool_hs,27,0.9764472246170044,0.8733001351356506,0.9199161529541016,0.9247745871543884,0.8943649109947427,0.9421053486172013,0.9470809725708589,False
mistral,mean_pool_hs,28,0.9737347960472107,0.8474846482276917,0.9069562554359436,0.9128535985946655,0.8703444219801735,0.9314201968725483,0.9374766130370539,False
mistral,mean_pool_hs,29,0.9677509665489197,0.8064482808113098,0.8814671635627747,0.8897041082382202,0.8333221135259326,0.9108409022893149,0.9193523323577542,False
mistral,mean_pool_hs,30,0.960197389125824,0.7289559841156006,0.838095486164093,0.8532930016517639,0.7591730537605934,0.8728366642686937,0.8886641552198062,False
mistral,mean_pool_hs,31,0.9384651780128479,0.5405093431472778,0.7393914461135864,0.7521805763244629,0.5759503451068677,0.7878730755670765,0.8015007844160684,False
mistral,mean_pool_hs,32,0.7415742874145508,0.06736131757497787,0.10625705122947693,0.13775672018527985,0.0908355625568257,0.14328578138804549,0.1857625358958432,False
qwen,last_token_hs,0,0.9999998807907104,0.2760767638683319,0.5137027502059937,0.6786118745803833,0.27607679677925073,0.5137028114441409,0.6786119554772324,False
qwen,last_token_hs,1,0.9956604242324829,0.12415803968906403,0.358853280544281,0.5059735774993896,0.12469918123417709,0.36041733889433986,0.5081788581578158,False
qwen,last_token_hs,2,0.9953902959823608,0.19795863330364227,0.48538923263549805,0.5860219597816467,0.19887538998787896,0.4876370953129119,0.5887358578308177,False
qwen,last_token_hs,3,0.9944539070129395,0.22446435689926147,0.5359038710594177,0.6033483743667603,0.22571619993277459,0.5388926196379705,0.6067132625372749,False
qwen,last_token_hs,4,0.9915542602539062,0.15420803427696228,0.40144431591033936,0.4711836278438568,0.1555215286327088,0.4048636892624938,0.47519701818758897,False
qwen,last_token_hs,5,0.9877455830574036,0.1655498892068863,0.4185211658477783,0.48263365030288696,0.16760377575615565,0.42371352808515234,0.48862142092194844,False
qwen,last_token_hs,6,0.9876587390899658,0.18902267515659332,0.4363631010055542,0.49517932534217834,0.19138460246983674,0.4418156633814849,0.5013668241304069,False
qwen,last_token_hs,7,0.9865952730178833,0.21426674723625183,0.47720015048980713,0.5387667417526245,0.2171779584761582,0.48368379977141573,0.5460868873865552,False
qwen,last_token_hs,8,0.9851541519165039,0.21806301176548004,0.49090129137039185,0.5538027286529541,0.22134912728253095,0.49829896206131796,0.5621482968686623,False
qwen,last_token_hs,9,0.9793142080307007,0.19095611572265625,0.4372723698616028,0.4974867105484009,0.1949896306586312,0.446508757123939,0.5079949892167858,False
qwen,last_token_hs,10,0.9830909371376038,0.24304066598415375,0.5005484223365784,0.5523625612258911,0.24722094040638604,0.5091578036452963,0.5618631403867541,False
qwen,last_token_hs,11,0.9820793271064758,0.23116716742515564,0.46952491998672485,0.5187553763389587,0.23538543276972246,0.4780926621987834,0.5282214603451437,False
qwen,last_token_hs,12,0.9828037023544312,0.273048996925354,0.52988201379776,0.578458309173584,0.27782658558492446,0.539153457123086,0.5885797008983723,False
qwen,last_token_hs,13,0.9810068607330322,0.23530513048171997,0.48166754841804504,0.543633759021759,0.23986084083641804,0.49099304775313324,0.5541589776605055,False
qwen,last_token_hs,14,0.9787544012069702,0.2657746970653534,0.5266534686088562,0.5769141912460327,0.2715438078619193,0.5380854154621457,0.5894371361544833,False
qwen,last_token_hs,15,0.9730932712554932,0.24962161481380463,0.49065592885017395,0.5415869951248169,0.2565238319773198,0.5042229181352015,0.5565622650191145,False
qwen,last_token_hs,16,0.9703559875488281,0.2267027199268341,0.4639490842819214,0.5246445536613464,0.2336284032208607,0.47812255526333375,0.5406722485287354,False
qwen,last_token_hs,17,0.962608814239502,0.22903165221214294,0.4549509286880493,0.51827073097229,0.23792806467608213,0.4726228577571026,0.5384022287202345,False
qwen,last_token_hs,18,0.9605947136878967,0.2372007668018341,0.47017744183540344,0.5329104661941528,0.24693115985531244,0.48946494826138204,0.5547713917227519,False
qwen,last_token_hs,19,0.9410924911499023,0.2623787522315979,0.5079957842826843,0.5618646740913391,0.2788023012605302,0.5397936855940422,0.5970344885068711,False
qwen,last_token_hs,20,0.9015229940414429,0.22338064014911652,0.3833733797073364,0.4389825761318207,0.24778141170611978,0.4252508058487888,0.48693441990192954,False
qwen,last_token_hs,21,0.87983238697052,0.2170734405517578,0.3363720178604126,0.3937276601791382,0.2467213571202979,0.38231374843863664,0.4475030312703533,False
qwen,last_token_hs,22,0.8578876256942749,0.24960967898368835,0.3329756259918213,0.3919580578804016,0.29095847930162555,0.3881343150536172,0.456887412921006,False
qwen,last_token_hs,23,0.815904974937439,0.30272376537323,0.3562110662460327,0.3892475664615631,0.3710282136672128,0.4365840106237198,0.4770746329759901,False
qwen,last_token_hs,24,0.8017542362213135,0.35365229845046997,0.39459580183029175,0.4235970377922058,0.44109813515578233,0.49216553402951885,0.5283377606941356,False
qwen,last_token_hs,25,0.8054954409599304,0.44885358214378357,0.47788965702056885,0.49869033694267273,0.5572391342263499,0.5932866068752108,0.6191100676477699,False
qwen,last_token_hs,26,0.8028827905654907,0.47668182849884033,0.5040461421012878,0.5242096781730652,0.5937128483761637,0.6277954242191134,0.6529093465857588,False
qwen,last_token_hs,27,0.8069323301315308,0.510360062122345,0.5431427955627441,0.5553960204124451,0.6324694687089261,0.673095841226502,0.6882807884546093,False
qwen,last_token_hs,28,,,,,,,,True
qwen,mean_pool_hs,0,0.9484038352966309,0.1598200649023056,0.34830451011657715,0.4476538300514221,0.16851478131393144,0.3672533757812551,0.4720076125708729,False
qwen,mean_pool_hs,1,0.9906691312789917,0.15242283046245575,0.4512314200401306,0.5923290252685547,0.15385846358780964,0.4554814577270351,0.5979080265717327,False
qwen,mean_pool_hs,2,0.9929145574569702,0.22443242371082306,0.543114423751831,0.6277871131896973,0.22603397444955806,0.5469900906104581,0.6322670047235193,False
qwen,mean_pool_hs,3,0.9894144535064697,0.20493288338184357,0.46248891949653625,0.5478814840316772,0.20712541913610072,0.4674369955456812,0.5537431579759055,False
qwen,mean_pool_hs,4,0.9999154806137085,0.6120981574058533,0.9282870292663574,0.9663275480270386,0.6121498959393765,0.928365494148177,0.9664092283419244,False
qwen,mean_pool_hs,5,0.9999264478683472,0.6080470085144043,0.9289573431015015,0.9688928127288818,0.6080917349577509,0.929025674920252,0.9689640821026155,False
qwen,mean_pool_hs,6,0.9999271631240845,0.6080002188682556,0.932446300983429,0.970521092414856,0.608044506930558,0.9325142224061358,0.9705917872884313,False
qwen,mean_pool_hs,7,0.9999098181724548,0.6071046590805054,0.9357993006706238,0.9718509316444397,0.6071594138260554,0.9358837003730932,0.9719385828421021,False
qwen,mean_pool_hs,8,0.9998434782028198,0.6070213317871094,0.9367152452468872,0.972095787525177,0.6071163587306754,0.936861884552767,0.9722479655240456,False
qwen,mean_pool_hs,9,0.9997984170913696,0.605148196220398,0.9375266432762146,0.9722760319709778,0.6052702083495044,0.9377156707285883,0.9724720657185472,False
qwen,mean_pool_hs,10,0.9997522830963135,0.602742075920105,0.9384225010871887,0.9726516604423523,0.6028914223165004,0.9386550218028196,0.9728926624003015,False
qwen,mean_pool_hs,11,0.9997479915618896,0.6036319136619568,0.940537691116333,0.9736227989196777,0.6037840723429838,0.9407747742978174,0.9738682219292114,False
qwen,mean_pool_hs,12,0.9997428059577942,0.6005459427833557,0.9411231279373169,0.9742395877838135,0.6007004393575088,0.9413652414689624,0.9744902208628072,False
qwen,mean_pool_hs,13,0.999725341796875,0.6004598140716553,0.9410761594772339,0.9746720790863037,0.6006247805946457,0.9413347047757868,0.9749398543148448,False
qwen,mean_pool_hs,14,0.9996970891952515,0.600175142288208,0.9415774345397949,0.9745854139328003,0.6003569969092782,0.9418627349387979,0.9748807158349677,False
qwen,mean_pool_hs,15,0.9996843934059143,0.6010037660598755,0.9395653605461121,0.9733873009681702,0.6011935066949099,0.9398619871867987,0.9736946054062621,False
qwen,mean_pool_hs,16,0.9996579885482788,0.6012481451034546,0.9401497840881348,0.9732539057731628,0.6014538492075654,0.940471436089294,0.973586883636612,False
qwen,mean_pool_hs,17,0.9996318817138672,0.601881206035614,0.9384000897407532,0.97245192527771,0.6021028511052385,0.9387456591839266,0.9728100344403209,False
qwen,mean_pool_hs,18,0.9996136426925659,0.6012363433837891,0.9382907152175903,0.9726788401603699,0.6014687252209713,0.9386533708065491,0.9730547869878563,False
qwen,mean_pool_hs,19,0.9995663166046143,0.599057137966156,0.9408798813819885,0.9742953777313232,0.599317051820102,0.9412881024022746,0.9747180967850809,False
qwen,mean_pool_hs,20,0.9994121193885803,0.5897507071495056,0.9378845691680908,0.9724380373954773,0.5900976140956775,0.938436257649016,0.9730100511392585,False
qwen,mean_pool_hs,21,0.9992127418518066,0.5810962319374084,0.9381914734840393,0.9716625809669495,0.5815540651137843,0.9389306542922193,0.9724281329381375,False
qwen,mean_pool_hs,22,0.9987690448760986,0.5640183687210083,0.9346896409988403,0.9679312109947205,0.5647135057043914,0.935841620036184,0.969124159344362,False
qwen,mean_pool_hs,23,0.9981797337532043,0.5275079011917114,0.9303026795387268,0.9627956748008728,0.528469857034921,0.9319991661629349,0.9645514151852335,False
qwen,mean_pool_hs,24,0.9974365234375,0.46330177783966064,0.926259458065033,0.9570356607437134,0.4644924934601028,0.9286400049527291,0.9594953044685472,False
qwen,mean_pool_hs,25,0.9967440962791443,0.48401299118995667,0.9199729561805725,0.9463287591934204,0.4855940386271482,0.922978083958401,0.9494199792364711,False
qwen,mean_pool_hs,26,0.995924711227417,0.5291582345962524,0.9133177995681763,0.9371942281723022,0.5313235314184512,0.9170550637734125,0.9410291938807975,False
qwen,mean_pool_hs,27,0.9906386137008667,0.7952072024345398,0.8698499798774719,0.8823381066322327,0.8027217912128152,0.8780699317058237,0.8906760693851407,False
qwen,mean_pool_hs,28,,,,,,,,True
