prompt_id,question,condition,response_idx,P_NC,P_DI,P_II,P_SI,log_P_correct,V_L,parse_failed
20,Why does the cost of living keep rising?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
20,Why does the cost of living keep rising?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
20,Why does the cost of living keep rising?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
20,Why does the cost of living keep rising?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
20,Why does the cost of living keep rising?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
21,Why do recessions happen?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,3,0.7142857142857143,0.19047619047619047,0.047619047619047616,0.047619047619047616,-1.6582280766035324,-1.6582280766035324,False
22,Why do recessions happen?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,5,0.5,0.2,0.1,0.2,-1.6094379124341003,-1.6094379124341003,False
22,Why do recessions happen?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
22,Why do recessions happen?,direct_information,9,0.7,0.1,0.1,0.1,-2.3025850929940455,-2.3025850929940455,False
23,Why do recessions happen?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
23,Why do recessions happen?,implicature_information,8,0.5,0.2,0.1,0.2,-2.3025850929940455,-2.3025850929940455,False
23,Why do recessions happen?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,4,0.375,0.125,0.125,0.375,-0.9808292530117262,-0.9808292530117262,False
24,Why do recessions happen?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
24,Why do recessions happen?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
25,Why do people follow rules?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,1,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
26,Why do people follow rules?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,3,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
26,Why do people follow rules?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,5,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
26,Why do people follow rules?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
26,Why do people follow rules?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,1,0.12195121951219513,0.12195121951219513,0.3658536585365854,0.39024390243902446,-1.0055218656020977,-1.0055218656020977,False
27,Why do people follow rules?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,4,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
27,Why do people follow rules?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
27,Why do people follow rules?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
28,Why do people follow rules?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,6,,,,,,,True
29,Why do fashions and trends spread?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
29,Why do fashions and trends spread?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
30,Why do fashions and trends spread?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
31,Why do fashions and trends spread?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,1,0.2,0.2,0.2,0.4,-0.916290731874155,-0.916290731874155,False
32,Why do fashions and trends spread?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,3,0.3,0.2,0.2,0.3,-1.2039728043259361,-1.2039728043259361,False
32,Why do fashions and trends spread?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
32,Why do fashions and trends spread?,stochastic_information,8,0.1,0.1,0.3,0.5,-0.6931471805599453,-0.6931471805599453,False
32,Why do fashions and trends spread?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,2,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
33,Why do people resist change?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,5,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
33,Why do people resist change?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
33,Why do people resist change?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
34,Why do people resist change?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
34,Why do people resist change?,direct_information,1,0.125,0.125,0.125,0.625,-2.0794415416798357,-2.0794415416798357,False
34,Why do people resist change?,direct_information,2,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
34,Why do people resist change?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
34,Why do people resist change?,direct_information,4,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
34,Why do people resist change?,direct_information,5,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
34,Why do people resist change?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
34,Why do people resist change?,direct_information,7,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
34,Why do people resist change?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
34,Why do people resist change?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,3,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
35,Why do people resist change?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,6,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
35,Why do people resist change?,implicature_information,7,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
35,Why do people resist change?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
35,Why do people resist change?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,4,0.3,0.2,0.1,0.4,-0.916290731874155,-0.916290731874155,False
36,Why do people resist change?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,6,0.3,0.2,0.1,0.4,-0.916290731874155,-0.916290731874155,False
36,Why do people resist change?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
36,Why do people resist change?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
37,Why do we dream?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
38,Why do we dream?,direct_information,8,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
38,Why do we dream?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
39,Why do we dream?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
