prompt_id,question,condition,response_idx,P_NC,P_DI,P_II,P_SI,log_P_correct,V_L,parse_failed
40,Why do we dream?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
40,Why do we dream?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
41,Why do we feel pain?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,5,0.123,0.123,0.123,0.631,-2.0955709236097197,-2.0955709236097197,False
42,Why do we feel pain?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
42,Why do we feel pain?,direct_information,8,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
42,Why do we feel pain?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
43,Why do we feel pain?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
44,Why do we feel pain?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,1,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
45,Why do animals migrate?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
45,Why do animals migrate?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,0,0.1851851851851852,0.1851851851851852,0.1851851851851852,0.4444444444444445,-1.6863989535702286,-1.6863989535702286,False
46,Why do animals migrate?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,2,0.20688513737173123,0.20688513737173123,0.20688513737173123,0.37934458788480635,-1.5755915316502704,-1.5755915316502704,False
46,Why do animals migrate?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
46,Why do animals migrate?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,0,0.12820512820512822,0.12820512820512822,0.12820512820512822,0.6153846153846154,-2.054123733695546,-2.054123733695546,False
47,Why do animals migrate?,implicature_information,1,0.12820512820512822,0.12820512820512822,0.12820512820512822,0.6153846153846154,-2.054123733695546,-2.054123733695546,False
47,Why do animals migrate?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,6,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
47,Why do animals migrate?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
47,Why do animals migrate?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
48,Why do animals migrate?,stochastic_information,8,0.1667,0.3333,0.3333,0.1667,-1.7915594892253888,-1.7915594892253888,False
48,Why do animals migrate?,stochastic_information,9,0.12820512820512822,0.12820512820512822,0.12820512820512822,0.6153846153846154,-0.48550781578170077,-0.48550781578170077,False
49,Why do housing prices keep going up?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,4,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
49,Why do housing prices keep going up?,no_context,5,0.3,0.2,0.2,0.3,-1.2039728043259361,-1.2039728043259361,False
49,Why do housing prices keep going up?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
49,Why do housing prices keep going up?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
50,Why do housing prices keep going up?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
51,Why do housing prices keep going up?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
52,Why do housing prices keep going up?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,2,0.12195121951219513,0.12195121951219513,0.3658536585365854,0.39024390243902446,-2.1041341542702074,-2.1041341542702074,False
53,How does taxation work?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,4,0.1,0.1,0.3,0.5,-2.3025850929940455,-2.3025850929940455,False
53,How does taxation work?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,7,0.1,0.1,0.3,0.5,-2.3025850929940455,-2.3025850929940455,False
53,How does taxation work?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
53,How does taxation work?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,0,0.1,0.1,0.3,0.5,-2.3025850929940455,-2.3025850929940455,False
54,How does taxation work?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,2,0.1667,0.3333,0.3333,0.1667,-1.098712293668443,-1.098712293668443,False
54,How does taxation work?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,5,0.1,0.2,0.3,0.4,-1.6094379124341003,-1.6094379124341003,False
54,How does taxation work?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,7,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
54,How does taxation work?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
54,How does taxation work?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,6,0.12820512820512822,0.12820512820512822,0.12820512820512822,0.6153846153846154,-2.054123733695546,-2.054123733695546,False
55,How does taxation work?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
55,How does taxation work?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,4,0.3,0.2,0.2,0.3,-1.2039728043259361,-1.2039728043259361,False
56,How does taxation work?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
56,How does taxation work?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,2,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
57,Why do trade wars happen?,no_context,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
57,Why do trade wars happen?,no_context,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
58,Why do trade wars happen?,direct_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,0,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,1,0.2,0.2,0.2,0.4,-1.6094379124341003,-1.6094379124341003,False
59,Why do trade wars happen?,implicature_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
59,Why do trade wars happen?,implicature_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,0,0.2,0.2,0.2,0.4,-0.916290731874155,-0.916290731874155,False
60,Why do trade wars happen?,stochastic_information,1,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,2,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,3,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,4,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,5,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,6,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,7,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,8,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
60,Why do trade wars happen?,stochastic_information,9,0.25,0.25,0.25,0.25,-1.3862943611198906,-1.3862943611198906,False
